POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
small-forward,46,17.0,4.6,1.6,3.5,45.3,0.4,1.2,37.7,1.0,1.3,72.6,1.8,0.6,0.5,0.0,0.5,0,0
small-forward,76,13.3,3.8,1.5,3.6,43.0,0.1,0.2,30.8,0.7,1.1,66.3,2.8,0.7,0.6,0.1,0.5,0,0
small-forward,59,9.8,2.9,0.9,2.4,39.4,0.2,0.7,35.0,0.8,1.1,71.6,1.5,0.5,0.5,0.1,0.6,0,0
small-forward,31,5.9,2.2,0.9,2.2,39.7,0.0,0.0,0.0,0.5,0.6,70.0,1.3,0.3,0.2,0.1,0.6,0,0
power-forward,82,38.0,25.7,9.6,18.5,51.9,0.2,0.5,40.0,6.2,8.6,72.3,9.8,4.2,1.7,0.7,2.4,40,1
power-forward,71,37.1,23.2,8.2,16.3,50.0,0.7,2.5,28.0,6.2,8.0,77.7,11.6,3.7,1.6,0.8,3.1,53,1
power-forward,81,40.7,22.1,9.0,18.5,48.9,0.0,0.2,30.8,3.9,5.3,74.9,8.1,4.4,0.8,0.5,3.7,21,0
power-forward,78,33.7,21.2,8.2,15.4,53.0,0.7,2.4,27.7,4.2,5.2,80.4,6.9,1.5,1.2,0.3,2.1,13,0
power-forward,82,40.5,21.1,8.5,17.4,48.9,0.1,0.6,20.8,3.9,5.8,67.0,9.9,2.6,0.8,1.1,2.6,38,0
power-forward,78,38.2,21.1,7.1,16.7,42.3,2.3,6.0,37.8,4.6,6.9,66.4,5.7,2.4,1.1,0.9,2.5,5,0
power-forward,81,40.4,20.5,7.2,15.1,47.6,0.8,2.3,36.6,5.3,7.0,75.7,8.4,4.4,0.7,0.5,2.2,29,1
power-forward,77,37.7,20.0,6.8,14.6,46.6,2.1,5.1,41.1,4.2,5.5,77.1,5.1,2.7,0.9,0.4,2.6,3,0
power-forward,79,36.0,18.9,6.7,16.2,41.4,3.3,8.6,37.9,2.3,2.8,80.4,4.8,2.7,1.4,0.5,2.1,4,0
power-forward,78,36.6,18.3,7.4,15.6,47.4,0.0,0.0,0.0,3.6,4.5,79.1,9.1,1.8,0.9,0.7,2.3,38,0
power-forward,82,37.1,17.5,6.0,13.6,44.0,3.3,7.7,42.5,2.2,2.7,82.0,3.8,3.0,1.1,0.4,1.5,2,0
power-forward,63,34.9,17.1,5.7,11.7,48.6,1.2,2.8,40.8,4.6,5.9,77.6,5.2,4.4,0.9,0.1,2.3,2,0
power-forward,78,39.7,16.7,6.3,13.0,48.4,0.0,0.0,0.0,4.1,5.5,74.6,9.7,2.0,1.4,1.4,2.3,30,0
power-forward,74,33.7,16.4,6.0,12.3,48.7,0.1,0.5,23.1,4.4,5.4,81.8,7.3,2.7,1.0,1.0,2.5,16,0
power-forward,80,37.1,16.2,7.1,13.6,52.5,0.1,0.2,36.8,1.9,2.6,72.7,10.1,1.4,1.1,0.5,2.0,48,0
power-forward,78,36.3,16.2,6.1,12.9,47.1,0.3,1.1,30.2,3.7,4.8,77.3,8.8,3.1,1.8,1.2,3.0,28,0
power-forward,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,8.7,1.0,1.0,1.6,1.7,33,0
power-forward,77,35.3,14.7,5.2,11.7,44.2,2.2,5.6,39.1,2.2,3.1,69.2,5.4,3.6,1.6,0.6,1.8,4,0
power-forward,32,29.9,14.6,4.3,9.2,46.6,0.7,1.8,37.9,5.4,6.3,85.6,5.7,6.9,0.8,0.4,3.2,8,1
power-forward,72,35.1,14.6,5.4,11.5,46.7,1.3,2.9,44.1,2.6,3.3,77.5,3.6,3.8,1.4,0.4,1.8,1,0
power-forward,82,42.2,14.6,5.5,9.7,56.3,0.0,0.0,0.0,3.6,5.0,72.0,9.3,4.4,0.8,0.4,2.6,32,0
power-forward,78,30.7,14.4,5.5,10.8,50.7,0.1,0.2,23.5,3.4,4.6,73.2,7.0,1.6,0.5,1.3,2.4,14,0
power-forward,73,29.7,13.6,4.9,11.1,44.4,1.6,4.0,38.9,2.2,3.2,70.3,4.4,3.2,1.2,0.8,2.1,1,0
power-forward,76,30.0,13.4,5.6,11.6,48.5,0.0,0.1,0.0,2.2,3.2,68.3,7.5,1.0,0.7,1.5,2.0,20,0
power-forward,33,24.7,13.4,5.4,11.8,45.9,0.1,0.4,21.4,2.5,3.3,75.2,4.3,2.0,1.2,0.7,2.3,0,0
power-forward,55,29.4,13.3,4.9,9.8,49.9,1.1,2.7,39.3,2.5,2.9,85.6,2.9,3.5,1.4,0.6,2.2,1,0
power-forward,82,32.7,13.3,5.1,11.2,45.9,1.7,4.4,39.4,1.3,1.6,76.9,3.8,2.3,0.7,0.5,1.5,3,0
power-forward,82,36.7,13.1,4.8,10.2,47.1,0.4,1.0,36.0,3.1,4.1,76.3,9.6,2.2,1.3,0.4,1.9,32,0
power-forward,62,32.0,13.0,5.2,10.9,48.0,0.1,0.3,27.8,2.5,4.0,63.6,6.6,3.3,0.8,0.6,2.6,10,0
power-forward,71,37.1,12.0,4.2,10.3,41.0,2.0,5.5,36.6,1.6,2.0,77.6,5.8,4.0,1.6,1.5,2.3,3,0
power-forward,75,32.5,11.7,4.6,9.5,48.6,0.2,0.9,25.0,2.3,2.9,76.9,4.8,3.5,1.1,0.6,1.9,3,1
power-forward,53,33.5,11.4,4.0,8.5,47.1,0.1,0.5,26.9,3.3,4.0,83.3,8.7,2.6,1.1,0.3,2.0,20,0
power-forward,68,34.1,11.3,4.8,10.8,44.6,0.2,0.6,35.9,1.5,2.0,76.7,10.8,1.9,0.8,0.4,1.6,29,0
power-forward,81,36.3,11.3,4.4,9.9,44.4,0.0,0.2,20.0,2.5,3.3,77.0,6.9,2.0,1.0,1.2,1.6,14,0
power-forward,11,26.7,11.2,4.4,10.7,40.7,0.6,1.9,33.3,1.8,2.9,62.5,6.5,2.8,0.4,0.9,2.5,2,0
power-forward,56,19.8,11.2,4.2,9.8,42.6,0.3,0.9,28.6,2.6,3.5,73.2,3.7,1.6,0.4,0.1,1.2,2,0
power-forward,80,26.6,10.9,3.9,8.8,43.7,2.4,5.8,41.0,0.8,1.3,64.4,5.2,1.3,0.6,0.3,1.1,6,0
power-forward,82,32.8,10.8,3.9,7.9,49.5,0.7,2.0,37.7,2.3,2.8,80.2,2.4,1.9,1.1,0.2,1.3,0,0
power-forward,78,27.5,10.8,3.9,7.9,49.0,0.0,0.2,5.6,3.0,3.7,81.4,4.3,0.9,0.6,0.3,1.1,2,0
power-forward,64,23.0,10.7,3.8,8.5,44.1,0.0,0.2,30.0,3.1,4.7,67.1,3.4,1.1,0.9,0.2,1.4,0,0
power-forward,63,18.3,10.7,4.4,9.0,49.5,0.0,0.0,0.0,1.8,2.4,76.5,3.4,0.9,0.2,0.6,1.0,2,0
power-forward,66,21.6,10.5,4.0,9.2,43.7,1.0,3.0,32.0,1.5,1.9,77.2,3.5,1.2,1.0,0.3,1.1,0,0
power-forward,45,28.2,10.5,4.2,9.6,43.8,0.1,0.5,18.2,2.0,3.3,60.1,7.2,1.6,0.8,0.7,1.8,7,0
power-forward,80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,6.3,1.8,1.1,1.6,1.4,12,0
power-forward,78,33.6,10.3,4.3,7.7,55.8,0.0,0.0,0.0,1.7,3.7,46.7,9.1,1.0,0.7,1.4,1.5,21,0
power-forward,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65.0,4.7,1.3,0.6,0.8,1.6,4,0
power-forward,30,26.8,9.9,3.8,7.9,48.3,0.0,0.1,0.0,2.3,3.1,73.9,6.2,0.4,0.5,0.4,1.3,3,0
power-forward,82,20.2,9.4,3.5,8.2,41.9,1.0,2.5,39.6,1.5,1.9,77.1,4.3,1.2,0.5,0.2,1.2,4,0
power-forward,76,31.5,9.3,4.1,8.9,46.2,0.3,0.9,31.3,0.8,1.4,54.5,4.8,1.5,0.8,0.6,1.1,1,0
power-forward,74,22.4,9.0,3.7,7.4,50.1,0.0,0.0,0.0,1.6,2.4,66.3,5.9,0.6,0.6,0.5,1.3,8,0
center,72,38.8,26.9,10.7,20.8,51.4,0.0,0.2,21.4,5.5,7.6,72.4,10.9,3.6,1.6,2.9,3.4,45,3
center,54,36.0,26.6,11.0,19.1,57.3,0.0,0.0,50.0,4.6,9.5,48.7,11.0,2.9,0.6,2.1,2.9,38,0
center,82,36.8,25.0,8.7,16.8,51.6,0.0,0.1,33.3,7.6,10.0,76.1,12.2,3.0,1.4,3.3,2.3,63,0
center,15,37.2,23.7,10.0,18.4,54.3,1.0,2.3,44.1,2.7,4.6,59.4,7.6,5.0,1.8,0.6,3.3,6,1
center,70,38.2,23.2,8.0,15.4,52.3,0.1,0.4,30.0,7.0,10.2,68.5,10.4,2.3,1.0,2.7,3.7,42,0
center,76,36.6,22.5,8.9,19.2,46.6,0.1,0.4,14.3,4.6,6.1,76.1,10.6,2.1,0.9,2.4,2.9,43,1
center,53,37.4,19.7,8.0,16.1,50.0,0.0,0.0,0.0,3.6,5.2,69.5,9.8,1.6,0.9,1.5,2.2,27,0
center,79,33.3,19.6,6.7,11.9,56.1,0.1,0.2,41.7,6.2,8.4,74.2,11.4,2.2,1.2,1.6,4.0,53,0
center,63,30.2,18.5,7.4,14.2,52.1,0.0,0.1,20.0,3.7,4.7,78.8,6.9,1.7,0.3,0.7,2.5,13,0
center,65,33.2,15.8,6.4,11.8,54.3,0.0,0.1,16.7,3.0,4.1,73.4,7.6,1.9,1.1,0.8,2.9,17,0
center,76,29.5,14.5,6.1,10.5,58.4,0.0,0.0,0.0,2.3,3.7,61.9,9.6,0.7,0.7,2.3,1.9,31,0
center,73,23.8,14.5,5.4,9.9,54.5,0.5,1.4,37.5,3.2,4.2,75.7,8.1,1.8,0.9,1.1,2.1,19,0
center,82,34.6,14.2,5.5,10.4,53.0,0.0,0.0,0.0,3.1,4.4,71.0,8.4,1.9,0.6,0.5,2.4,22,0
center,82,32.9,13.9,5.5,10.8,50.3,0.0,0.1,0.0,3.0,4.3,71.3,7.6,2.2,1.1,2.6,1.7,26,0
center,63,36.3,13.4,5.5,10.7,51.3,0.0,0.1,16.7,2.4,3.3,73.4,9.2,2.7,1.0,1.2,1.0,26,0
center,79,31.3,12.9,5.2,10.2,51.3,0.0,0.2,16.7,2.4,3.7,64.1,8.6,3.3,1.0,1.7,2.5,25,1
center,81,30.1,12.2,5.3,10.1,52.7,0.0,0.0,33.3,1.5,2.5,60.1,9.4,0.7,0.6,0.8,1.6,32,0
center,64,28.3,12.1,4.5,8.9,50.2,0.0,0.0,66.7,3.2,4.4,72.3,7.8,1.1,0.6,1.1,2.8,15,0
center,79,29.5,11.9,4.9,11.1,44.3,0.0,0.1,25.0,2.1,3.1,68.7,8.1,0.8,0.6,3.6,2.3,20,3
center,82,26.5,11.8,4.0,9.7,40.8,1.6,4.4,35.5,2.3,2.9,79.3,4.5,1.5,1.0,0.6,1.0,5,0
center,71,33.3,11.7,5.0,11.1,44.7,0.0,0.1,20.0,1.8,2.2,80.1,6.4,0.9,0.6,1.8,1.7,10,0
center,77,30.5,11.2,4.6,8.6,53.6,0.0,0.1,37.5,1.9,2.7,72.7,8.4,0.8,0.6,0.8,1.8,19,0
center,71,20.1,11.1,4.6,8.0,57.5,0.0,0.0,0.0,2.0,2.9,67.2,5.9,0.6,0.5,0.6,1.3,10,0
center,74,36.7,11.0,3.8,7.7,49.9,0.0,0.0,0.0,3.3,4.8,69.5,11.8,1.5,0.5,4.5,2.0,35,1
center,75,28.5,10.6,4.3,9.5,45.6,0.0,0.1,11.1,1.9,2.7,70.8,8.5,0.7,0.4,0.5,2.1,25,0
center,46,24.7,10.5,4.0,8.3,47.7,0.0,0.0,0.0,2.5,4.0,62.9,6.5,0.6,0.5,0.8,1.8,8,0
center,62,26.5,9.1,3.9,8.1,48.2,0.0,0.0,0.0,1.3,1.7,77.7,5.1,1.9,0.4,1.4,1.8,3,0
center,80,23.2,9.0,3.5,8.3,42.3,0.0,0.1,28.6,2.0,3.4,59.2,10.0,0.6,0.4,0.7,1.3,18,0
center,70,21.3,7.8,3.2,6.1,52.0,0.0,0.0,0.0,1.4,2.0,73.2,6.2,0.7,0.5,1.0,1.6,6,0
center,61,23.5,7.2,3.2,5.7,56.6,0.0,0.0,0.0,0.8,2.2,37.6,5.8,0.7,0.3,0.5,1.4,4,0
center,51,15.6,7.0,2.8,6.0,46.4,0.0,0.0,0.0,1.5,2.6,55.6,3.2,0.8,0.3,0.8,0.9,1,0
center,65,17.2,6.5,2.2,4.4,50.5,0.0,0.1,14.3,2.1,3.1,66.8,3.9,0.7,0.4,0.6,1.2,1,0
center,82,32.1,6.0,2.7,4.8,55.6,0.0,0.0,0.0,0.6,1.1,54.3,8.9,0.6,1.1,1.0,0.7,12,0
center,71,17.8,5.6,2.1,4.0,52.0,0.0,0.0,0.0,1.5,2.1,68.9,4.3,0.2,0.3,0.8,1.1,1,0
center,81,18.8,5.5,2.2,4.3,51.1,0.0,0.0,33.3,1.0,1.6,66.9,5.3,0.6,0.5,1.6,1.2,10,0
center,63,15.7,5.4,2.0,4.0,48.8,0.5,1.3,40.5,1.0,1.4,70.9,2.4,0.9,0.4,0.1,1.2,0,0
center,71,15.0,5.3,2.4,4.8,49.3,0.0,0.0,100.0,0.5,0.6,86.0,2.5,0.6,0.3,0.2,0.5,1,0
center,80,17.5,5.2,2.2,4.1,52.3,0.0,0.0,0.0,0.8,1.6,53.6,6.1,0.4,0.4,0.9,1.1,6,0
center,80,24.1,5.1,2.0,4.5,45.3,0.0,0.0,0.0,1.0,2.0,51.0,9.0,0.5,0.5,1.3,1.0,8,0
center,72,17.6,5.0,2.0,4.6,43.9,0.0,0.2,27.3,1.0,1.4,68.6,4.4,0.8,0.3,0.4,0.9,2,0
center,1,7.0,5.0,2.0,6.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,2.0,0.0,0.0,0.0,1.0,0,0
center,28,17.9,4.9,2.0,3.9,50.9,0.0,0.0,0.0,1.0,1.7,57.4,4.2,0.8,0.4,0.1,0.9,1,0
center,75,17.4,4.5,1.7,3.1,55.7,0.0,0.0,0.0,1.1,1.6,70.8,4.0,0.2,0.2,1.5,0.7,3,0
center,71,12.5,4.0,1.5,3.5,42.3,0.0,0.0,0.0,1.0,1.3,76.3,2.6,0.2,0.1,0.1,0.5,0,0
center,74,14.7,3.9,1.6,3.3,49.8,0.0,0.0,0.0,0.7,1.0,70.4,4.1,0.4,0.3,0.7,0.7,4,0
center,73,11.0,3.8,1.5,3.3,43.9,0.0,0.1,12.5,0.8,1.0,84.7,2.4,0.3,0.1,0.3,0.8,0,0
center,25,12.4,3.7,1.4,3.0,47.3,0.0,0.0,0.0,0.9,1.1,78.6,3.0,0.2,0.3,0.6,0.7,0,0
center,57,11.6,3.6,1.5,3.2,47.3,0.0,0.0,0.0,0.6,0.9,66.7,3.1,0.1,0.1,1.1,0.4,0,0
center,28,9.8,3.5,1.5,3.9,37.3,0.0,0.0,0.0,0.6,0.9,61.5,1.4,0.4,0.0,0.3,0.8,0,0
center,73,14.3,3.4,1.2,3.0,41.7,0.0,0.0,0.0,1.0,1.3,72.9,3.4,0.3,0.4,1.1,0.7,0,0
