HT,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
191,shooting-guard,70,21.4,7.9,3.0,6.7,44.7,1.2,3.0,39.5,0.7,0.9,77.0,1.8,2.4,1.3,0.1,1.7,0,0
201,shooting-guard,79,26.2,7.6,3.5,7.3,48.1,0.0,0.1,0.0,0.6,1.0,61.0,3.3,1.7,0.8,0.2,1.1,2,0
,shooting-guard,69,21.8,6.9,2.7,6.7,40.4,0.6,1.5,37.6,1.0,1.1,84.6,2.0,2.0,0.6,0.0,0.8,1,0
193,shooting-guard,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,1.2,1.0,0.5,0.1,1.1,0,0
196,shooting-guard,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,4.3,1.3,0.6,0.1,1.0,2,0
185,shooting-guard,60,19.8,6.8,2.7,7.5,35.9,0.9,2.3,37.5,0.6,0.8,80.0,2.3,2.5,1.1,0.1,1.1,1,0
,small-forward,81,40.3,24.2,8.2,17.1,48.0,3.0,6.8,43.3,4.9,5.2,92.7,6.3,2.1,1.3,0.2,1.9,9,0
198,small-forward,65,37.6,24.0,7.9,18.1,43.8,1.1,3.3,32.7,7.0,8.2,85.2,5.5,5.1,1.7,0.4,2.6,10,1
201,small-forward,80,38.7,23.0,7.5,18.7,40.2,1.4,4.8,29.9,6.5,7.9,81.9,6.5,5.1,1.6,0.7,3.8,19,1
206,small-forward,79,39.5,20.9,7.9,18.9,41.7,0.8,2.7,29.0,4.4,5.8,75.4,5.5,5.9,1.6,0.7,3.5,12,0
,small-forward,19,38.4,20.8,8.2,20.9,39.2,1.0,3.5,28.4,3.4,4.2,81.3,6.2,2.5,0.7,0.3,1.9,3,0
198,small-forward,73,36.0,20.7,6.2,13.9,44.7,1.0,3.2,32.9,7.2,8.5,84.8,5.9,3.1,0.9,0.2,2.8,5,0
,small-forward,73,37.2,18.3,6.4,15.2,42.1,1.0,3.3,31.0,4.4,6.0,73.3,5.3,3.7,2.1,0.7,2.8,4,0
203,small-forward,80,36.8,18.1,6.7,15.8,42.5,1.8,5.3,34.0,2.9,3.7,78.5,4.6,3.1,1.8,0.3,2.8,4,0
198,small-forward,65,36.0,17.2,6.5,16.4,39.8,1.8,5.2,35.2,2.3,3.1,74.0,6.4,2.1,1.0,0.3,2.2,11,0
201,small-forward,42,31.8,16.6,6.5,14.6,44.8,0.8,2.4,34.0,2.7,3.3,83.2,4.5,1.4,1.0,0.2,2.5,2,0
206,small-forward,78,37.1,16.5,5.3,11.9,44.3,0.9,2.6,33.8,5.0,6.4,79.0,8.1,3.1,1.9,2.8,2.8,25,0
201,small-forward,31,36.6,16.2,6.2,13.2,47.1,0.3,1.1,24.2,3.5,5.1,68.8,8.0,2.0,0.7,0.1,2.1,6,0
201,small-forward,82,30.9,14.4,5.0,10.6,47.2,0.1,0.5,23.1,4.3,5.6,76.9,4.4,1.9,0.7,0.3,1.8,5,0
198,small-forward,26,29.8,13.9,4.9,12.3,39.9,0.9,2.5,35.4,3.2,4.0,80.6,3.6,4.0,0.9,0.1,3.4,1,0
203,small-forward,82,29.9,13.7,4.5,9.4,47.8,1.4,3.5,38.6,3.4,4.1,83.0,4.9,1.5,1.7,0.5,1.4,5,0
198,small-forward,80,39.0,12.9,4.8,11.3,42.4,2.0,5.1,40.0,1.3,1.6,84.3,6.1,2.8,1.1,0.3,2.2,5,0
,small-forward,77,30.1,12.0,4.5,10.5,42.5,1.8,4.9,37.1,1.2,1.6,74.8,5.3,1.8,1.0,0.5,1.4,6,0
206,small-forward,79,26.3,10.9,4.6,9.5,48.5,0.1,0.5,17.5,1.6,2.4,64.2,4.5,2.1,0.8,0.8,1.6,3,0
206,small-forward,82,32.9,10.3,4.1,8.8,46.8,0.7,1.9,36.3,1.3,1.7,76.6,4.8,2.3,0.8,0.8,1.5,2,0
206,small-forward,56,21.6,10.2,3.8,8.4,44.8,0.8,2.0,38.9,1.8,2.1,86.6,3.1,0.8,0.7,0.4,1.0,0,0
196,small-forward,56,25.2,9.6,3.8,9.8,39.2,0.2,0.7,23.7,1.8,2.4,73.5,3.4,1.6,1.2,0.3,1.5,1,0
201,small-forward,70,29.2,9.6,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,3.8,1.5,1.0,0.2,1.6,2,0
,small-forward,80,25.9,9.2,3.3,8.1,40.6,1.3,3.0,41.9,1.4,2.0,70.8,4.5,1.9,1.0,0.4,1.2,2,0
,small-forward,81,26.9,9.2,3.2,7.6,42.8,0.9,2.2,38.1,1.9,2.5,74.3,3.7,2.3,1.2,0.1,1.6,1,0
201,small-forward,76,27.6,9.2,3.7,8.9,41.1,0.4,1.0,38.0,1.5,1.8,80.4,3.8,2.3,0.9,0.3,1.4,1,0
201,small-forward,68,29.9,9.2,3.5,9.3,38.0,0.1,0.6,23.8,2.0,2.6,75.6,4.8,1.9,1.1,0.2,1.3,5,0
201,small-forward,67,23.7,8.6,3.4,7.9,43.0,0.3,1.0,30.3,1.4,2.1,70.3,5.5,1.4,1.0,0.8,1.0,4,0
203,small-forward,79,24.6,8.5,3.1,6.9,44.6,0.8,2.4,34.9,1.5,2.1,73.2,3.8,1.3,1.3,0.7,0.7,4,0
,small-forward,73,20.8,8.4,2.9,6.9,41.7,0.7,2.3,29.2,2.0,2.7,72.9,3.7,2.7,0.8,0.3,1.5,2,0
198,small-forward,80,24.7,7.9,3.0,7.1,42.2,0.5,1.6,28.1,1.5,2.0,76.4,2.8,1.5,0.9,0.2,1.5,0,0
,small-forward,69,20.4,7.8,3.0,7.3,41.0,0.7,2.2,32.9,1.1,1.4,76.5,4.4,2.0,0.9,0.4,1.4,5,0
201,small-forward,56,24.6,7.8,2.6,6.7,39.4,0.0,0.2,16.7,2.5,3.0,83.4,4.7,1.7,0.9,0.3,1.3,2,0
206,small-forward,72,13.7,7.5,3.0,6.5,45.9,0.5,1.2,37.9,1.1,1.4,75.0,2.3,0.8,0.4,0.3,1.1,0,0
203,small-forward,82,23.8,7.4,2.8,7.0,40.8,0.8,2.3,34.9,0.9,1.2,76.0,4.0,1.4,1.0,0.5,1.1,3,0
211,small-forward,21,12.9,7.0,2.4,5.0,47.2,0.4,1.0,40.9,1.9,2.2,83.0,1.9,0.4,0.2,0.5,1.6,0,0
201,small-forward,82,32.0,6.9,2.6,6.1,42.0,0.9,2.6,36.3,0.8,1.4,57.9,3.1,1.4,1.0,0.4,1.1,0,0
201,small-forward,45,15.0,6.8,2.6,5.6,47.6,1.1,2.4,46.3,0.4,0.5,76.2,1.4,0.5,0.2,0.3,0.6,0,0
203,small-forward,51,20.1,6.7,3.1,6.4,48.2,0.0,0.1,20.0,0.5,0.8,65.1,2.0,1.1,0.6,0.2,0.9,0,0
201,small-forward,47,19.0,6.2,2.4,6.0,39.4,0.1,0.2,44.4,1.4,2.2,62.9,3.6,1.2,0.7,0.4,1.1,0,0
206,small-forward,57,13.7,6.0,2.6,5.7,45.0,0.0,0.1,0.0,0.8,1.0,81.0,2.5,0.7,0.3,0.1,0.8,0,0
201,small-forward,33,15.7,6.0,2.3,6.5,35.3,0.6,1.8,35.0,0.7,1.1,68.6,2.7,0.8,0.5,0.2,1.2,0,0
203,small-forward,23,17.9,5.9,2.3,6.1,37.9,0.6,2.1,27.1,0.7,1.2,63.0,3.0,2.2,0.9,0.4,1.3,0,0
198,small-forward,58,17.9,5.8,2.2,5.4,40.1,0.9,2.4,39.9,0.5,0.7,79.5,2.0,1.1,0.3,0.2,0.7,1,0
,small-forward,69,20.5,5.8,2.1,5.0,41.2,0.0,0.1,14.3,1.6,2.0,79.1,2.5,1.2,0.8,0.2,1.1,0,0
201,small-forward,77,20.8,5.8,2.1,5.4,38.7,0.6,1.9,34.0,0.9,1.2,77.2,2.5,1.7,0.8,0.2,1.0,1,0
206,small-forward,21,13.7,5.4,1.7,4.6,37.1,0.6,1.7,36.1,1.3,1.5,90.3,1.9,0.5,0.4,0.3,0.8,0,0
,small-forward,53,14.1,5.3,1.8,4.4,41.6,0.7,2.0,33.3,1.0,1.4,69.3,2.2,0.5,0.6,0.2,0.8,0,0
196,small-forward,81,28.0,5.0,2.2,4.7,46.5,0.0,0.2,30.8,0.6,0.8,78.7,3.2,1.6,0.4,0.7,0.6,1,0
201,small-forward,38,22.3,4.8,1.9,4.9,39.2,0.4,1.6,24.6,0.6,0.8,73.3,2.7,2.6,0.8,0.1,1.3,0,0
,small-forward,78,21.8,4.8,1.9,4.8,39.7,0.6,1.8,30.9,0.4,0.7,66.7,4.0,1.5,0.6,0.2,0.8,1,0
211,power-forward,82,39.4,24.2,9.8,19.6,49.9,0.1,0.5,25.6,4.5,5.7,79.1,13.9,5.0,1.5,2.2,2.6,71,2
213,power-forward,77,37.9,21.8,7.9,17.0,46.2,1.3,3.8,34.1,4.8,5.5,87.7,8.7,2.7,1.2,1.4,1.8,31,0
201,power-forward,82,36.5,21.0,7.6,17.9,42.6,0.8,2.6,32.2,5.0,6.4,77.7,6.1,2.8,1.2,0.5,3.0,11,0
206,power-forward,81,37.9,20.1,8.2,16.9,48.5,0.0,0.1,20.0,3.7,4.9,76.1,10.5,2.0,0.8,0.5,3.0,43,0
206,power-forward,69,38.7,20.0,7.0,14.2,49.3,0.0,0.0,0.0,6.0,7.7,77.3,10.3,3.3,0.9,2.2,2.8,40,0
,power-forward,82,38.2,18.5,6.8,13.6,49.8,0.6,1.6,36.4,4.4,5.7,76.3,5.7,3.8,1.1,0.3,2.4,9,0
,power-forward,80,36.6,17.8,6.7,15.4,43.5,1.8,4.8,37.6,2.6,3.4,76.3,6.5,2.2,1.2,0.7,1.7,6,0
213,power-forward,78,31.5,17.7,6.5,13.4,48.2,0.1,0.2,26.7,4.7,6.6,71.4,7.7,2.5,0.6,1.7,2.4,24,0
208,power-forward,80,37.5,17.1,6.1,14.1,43.0,0.8,2.6,29.8,4.3,5.7,74.2,9.7,4.1,1.1,0.9,3.0,37,1
206,power-forward,81,35.5,17.0,6.5,14.4,45.3,0.0,0.0,0.0,3.9,4.9,80.9,7.0,2.0,0.7,0.3,2.2,16,0
,power-forward,65,34.6,16.7,6.8,13.8,48.8,0.1,0.4,28.0,3.1,4.5,68.4,9.5,2.5,1.5,1.3,2.6,27,0
206,power-forward,85,31.6,16.3,5.9,12.4,47.5,0.1,0.4,26.5,4.4,5.0,86.9,7.5,2.0,0.8,0.4,2.2,28,0
,power-forward,72,32.5,16.1,5.7,12.5,45.4,1.3,3.2,39.9,3.5,4.0,85.9,7.0,1.7,0.9,0.5,2.3,15,0
211,power-forward,68,35.1,16.0,6.3,14.3,43.6,1.2,3.6,33.1,2.3,3.1,73.6,6.8,2.3,0.9,1.8,1.8,10,0
206,power-forward,75,34.6,15.5,6.3,12.0,52.3,0.0,0.1,16.7,2.9,3.8,76.8,11.4,2.0,1.0,0.7,1.8,41,0
206,power-forward,82,29.0,14.8,6.0,11.1,53.5,0.2,0.5,40.0,2.7,3.6,74.8,6.3,0.9,1.0,0.4,1.0,9,0
208,power-forward,66,31.7,14.7,5.5,12.3,44.6,1.1,2.9,37.6,2.6,3.3,78.4,4.8,1.9,1.0,0.3,1.8,3,0
206,power-forward,82,36.4,14.7,5.7,12.4,46.1,1.6,4.0,40.3,1.6,2.2,73.6,9.9,1.5,1.1,1.5,1.4,38,0
206,power-forward,82,34.6,14.0,5.9,13.8,42.8,1.0,3.7,26.9,1.3,2.3,55.4,8.3,4.5,0.8,0.8,2.5,27,2
201,power-forward,74,36.5,13.6,5.1,11.0,46.9,0.0,0.1,20.0,3.3,4.4,75.2,10.1,1.5,1.1,0.4,2.3,34,0
206,power-forward,79,30.9,13.3,5.3,11.5,46.3,0.3,1.0,27.3,2.3,3.2,73.4,6.4,1.7,1.0,0.3,2.1,12,0
206,power-forward,42,32.7,13.2,4.6,9.5,48.3,0.0,0.0,0.0,4.0,5.4,74.7,8.7,3.9,1.2,0.5,2.5,15,1
208,power-forward,82,34.7,11.8,4.5,11.5,38.7,1.4,3.8,35.7,1.5,2.1,71.1,3.9,3.3,0.8,0.9,2.1,3,0
208,power-forward,79,27.0,11.6,4.7,10.5,44.5,0.1,0.5,21.4,2.1,3.3,63.7,6.5,1.1,0.8,0.9,1.6,18,0
206,power-forward,75,27.7,11.5,4.9,10.2,48.0,0.0,0.0,0.0,1.7,2.3,73.6,5.1,1.4,0.6,0.6,2.0,3,0
211,power-forward,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,7.4,1.0,0.8,1.4,1.4,13,0
206,power-forward,80,31.9,11.1,4.9,10.4,47.3,0.0,0.0,0.0,1.3,1.6,83.5,8.3,1.9,0.7,1.0,1.7,23,0
208,power-forward,76,29.7,10.9,4.1,9.3,43.9,0.0,0.1,20.0,2.7,3.2,85.9,8.5,1.0,0.6,1.2,1.1,20,0
206,power-forward,56,28.2,10.5,4.6,9.2,49.7,0.0,0.0,0.0,1.4,2.5,57.2,7.3,0.9,0.5,1.1,1.4,11,0
,power-forward,80,34.4,10.5,4.2,8.9,47.6,0.0,0.0,0.0,2.0,2.3,85.4,8.6,1.9,1.0,0.9,1.3,24,0
203,power-forward,71,26.6,10.0,3.3,8.4,38.6,0.5,1.8,27.6,3.0,4.0,76.0,4.0,1.7,1.0,0.1,1.2,2,0
211,power-forward,28,21.8,10.0,3.8,8.7,44.0,0.2,0.6,29.4,2.1,2.9,75.0,6.2,0.7,0.4,0.6,1.2,4,0
211,power-forward,54,24.3,9.8,3.9,8.0,48.1,0.0,0.1,33.3,2.1,2.9,72.6,5.2,1.2,0.5,0.6,1.4,5,0
203,power-forward,76,21.5,9.6,2.9,6.1,47.2,0.7,1.6,44.4,3.1,3.6,87.8,4.2,1.4,0.9,0.3,1.1,4,0
206,power-forward,81,37.7,9.5,3.9,9.2,42.1,0.0,0.1,12.5,1.8,3.6,49.0,12.4,1.7,1.8,3.0,1.5,34,0
201,power-forward,79,19.9,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,2.5,73.1,3.2,0.7,0.4,0.3,1.4,1,0
206,power-forward,77,19.8,9.4,3.5,7.4,46.9,0.0,0.1,25.0,2.5,3.4,72.5,4.9,0.5,0.7,1.5,1.1,6,0
211,power-forward,65,25.8,9.4,4.0,9.0,43.9,0.0,0.1,0.0,1.5,2.0,73.3,6.8,1.1,0.7,0.9,1.2,10,0
208,power-forward,22,27.2,9.4,3.2,7.8,41.5,0.0,0.0,0.0,2.9,3.7,79.0,5.7,0.8,0.5,0.3,1.1,1,0
206,power-forward,80,32.1,8.9,3.3,8.3,40.3,0.0,0.0,0.0,2.2,2.9,76.5,8.4,1.7,0.5,0.8,1.4,17,0
206,power-forward,76,30.3,8.7,3.8,8.1,47.1,0.0,0.0,0.0,1.1,1.4,78.2,6.9,0.9,0.7,0.5,1.1,10,0
208,power-forward,65,20.6,8.6,3.5,6.7,52.1,0.0,0.0,0.0,1.6,2.3,70.0,4.7,0.8,0.4,0.3,1.2,3,0
,power-forward,68,21.2,8.3,3.5,7.9,44.1,0.0,0.0,0.0,1.3,1.7,76.7,5.0,0.8,0.6,0.3,0.9,6,0
208,power-forward,34,24.8,8.0,3.1,7.6,41.3,0.2,1.1,22.2,1.4,1.9,75.4,5.6,1.4,0.7,0.8,1.7,2,0
201,power-forward,67,18.7,7.9,2.6,6.0,42.8,0.0,0.0,0.0,2.7,3.4,81.3,4.8,1.0,0.5,0.4,1.7,6,0
208,power-forward,77,24.7,7.9,2.6,6.8,38.8,1.8,4.8,37.4,0.8,1.1,75.6,3.1,1.6,0.9,0.3,1.2,1,0
206,power-forward,46,16.0,7.8,2.9,7.6,38.3,0.0,0.4,11.8,2.0,2.6,75.0,4.4,0.9,0.3,0.2,1.1,4,0
203,power-forward,75,23.9,7.3,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,6.3,0.7,0.4,0.3,1.0,11,0
196,power-forward,73,22.6,6.9,2.7,5.4,50.6,0.0,0.2,16.7,1.4,2.6,55.3,3.7,1.9,1.2,0.3,1.4,1,0
206,power-forward,42,22.1,6.9,3.0,6.4,47.0,0.0,0.0,0.0,0.9,1.6,55.1,6.1,0.9,0.9,0.6,1.4,7,0
211,center,69,36.6,22.3,8.6,17.1,50.1,0.0,0.2,16.7,5.1,8.5,59.9,12.4,3.1,0.9,2.7,2.7,56,0
216,center,67,36.8,21.5,8.3,14.1,58.4,0.0,0.0,0.0,4.9,10.1,49.0,11.5,2.9,0.5,2.5,2.9,43,0
208,center,55,36.8,20.6,7.5,15.7,47.5,0.0,0.1,20.0,5.6,7.9,71.3,9.0,1.4,1.2,1.6,3.2,19,0
211,center,78,35.7,20.1,7.8,17.9,43.4,0.0,0.2,11.1,4.5,5.9,75.7,10.0,2.1,0.8,2.6,2.3,44,0
208,center,23,36.1,18.7,7.6,18.3,41.3,0.0,0.2,20.0,3.5,5.0,71.1,8.7,4.6,1.3,0.9,2.6,8,0
229,center,82,32.8,17.5,6.5,12.5,52.2,0.0,0.0,0.0,4.4,5.4,80.9,9.0,1.5,0.3,1.9,2.5,33,0
221,center,81,31.3,15.3,5.8,11.9,48.3,0.0,0.1,28.6,3.7,5.0,74.6,8.1,1.3,0.5,2.5,2.0,22,0
211,center,72,36.4,14.1,5.2,10.2,51.0,0.2,0.5,31.6,3.6,4.6,77.8,10.3,4.3,0.9,1.2,2.0,32,2
,center,82,33.9,13.6,4.7,9.9,47.3,0.0,0.0,0.0,4.3,5.7,75.1,10.3,1.0,0.5,1.2,2.5,45,0
211,center,74,32.5,12.3,4.7,8.8,53.5,0.0,0.0,0.0,2.9,4.5,65.4,12.0,0.8,0.4,1.9,1.8,42,0
,center,77,32.5,11.8,4.3,8.2,53.0,0.0,0.0,0.0,3.1,4.6,68.2,6.5,2.2,1.5,0.5,2.4,12,0
213,center,20,27.3,11.3,4.0,8.3,47.9,0.1,0.2,25.0,3.4,4.3,78.8,5.6,0.9,0.6,0.6,1.6,1,0
211,center,74,30.3,10.9,3.9,8.0,48.9,0.0,0.0,50.0,3.1,4.5,68.3,7.4,1.5,0.9,0.7,1.9,18,0
213,center,82,29.3,10.3,4.2,7.4,56.6,0.0,0.0,0.0,1.9,2.7,71.9,7.2,0.9,1.0,1.3,1.8,19,0
216,center,81,28.6,9.9,3.9,8.2,47.0,0.0,0.2,15.4,2.1,3.2,65.4,5.7,5.3,0.7,1.0,2.1,8,1
211,center,71,22.3,9.6,3.5,7.6,46.3,0.3,0.7,37.5,2.3,2.9,77.5,5.9,1.0,0.5,0.9,1.4,6,0
206,center,79,24.1,8.9,3.3,6.7,48.9,0.0,0.0,0.0,2.4,3.7,64.7,6.7,0.9,0.5,1.6,1.4,12,0
,center,82,28.7,8.7,4.0,8.5,46.9,0.0,0.0,0.0,0.7,1.4,47.4,7.7,1.4,0.6,2.0,1.3,15,0
211,center,72,30.0,8.6,3.6,7.6,47.7,0.0,0.0,0.0,1.4,1.9,72.1,10.1,1.8,1.2,2.6,1.4,19,0
,center,12,17.9,8.0,2.8,5.9,46.5,0.0,0.0,0.0,2.5,2.8,88.2,2.3,0.7,0.2,0.5,0.8,0,0
211,center,82,26.8,8.0,3.3,6.1,54.1,0.0,0.0,0.0,1.4,2.1,64.4,7.6,0.3,0.5,2.3,1.0,15,0
208,center,85,31.3,7.9,3.1,6.5,48.5,0.0,0.0,0.0,1.6,2.6,64.5,7.2,0.8,0.6,3.6,1.4,8,0
211,center,17,19.3,7.8,3.4,7.3,46.0,0.5,2.4,20.0,0.6,0.8,76.9,4.6,1.4,0.5,0.8,0.6,0,0
208,center,80,20.1,7.4,3.1,5.9,52.1,0.0,0.0,0.0,1.3,2.1,59.2,5.9,0.5,0.7,0.7,1.2,6,0
,center,65,21.8,7.1,3.1,6.3,48.9,0.0,0.0,0.0,0.9,1.4,64.1,4.4,0.8,0.3,0.4,1.2,3,0
213,center,77,19.3,7.0,2.6,5.0,51.5,0.0,0.0,0.0,1.8,3.0,58.5,5.0,0.6,0.4,1.3,1.0,3,0
218,center,78,27.6,6.8,2.7,5.6,47.6,0.0,0.0,0.0,1.4,2.5,57.9,7.4,1.6,0.4,1.8,1.3,11,0
211,center,66,24.3,6.6,2.3,4.5,50.7,0.0,0.0,0.0,2.0,2.7,74.0,5.2,0.9,0.6,0.4,1.2,1,0
213,center,43,21.5,6.5,2.8,6.6,42.5,0.0,0.0,0.0,0.8,1.4,59.0,5.7,0.6,0.4,1.6,1.3,3,0
213,center,76,17.5,6.3,2.4,5.0,48.8,0.0,0.0,0.0,1.4,2.2,66.3,5.4,0.3,0.5,0.8,1.2,3,0
211,center,61,15.6,6.3,2.4,6.2,39.3,0.2,0.6,30.6,1.2,1.4,84.9,3.2,0.6,0.4,0.4,0.8,4,0
,center,72,18.6,6.3,2.4,4.8,50.3,0.0,0.0,33.3,1.5,2.2,67.7,4.1,1.1,0.5,0.6,1.2,1,0
213,center,35,22.3,6.1,1.9,4.5,42.4,0.0,0.0,0.0,2.3,3.4,66.9,7.7,0.7,0.5,1.2,1.1,6,0
213,center,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,5.6,1.0,0.3,0.9,1.9,6,0
211,center,69,25.3,6.1,2.3,5.2,44.7,0.0,0.0,0.0,1.4,2.1,67.6,6.8,1.0,0.8,1.4,1.2,7,0
211,center,81,21.4,6.0,1.8,3.6,49.8,0.0,0.0,0.0,2.3,3.2,71.8,3.9,1.0,0.3,0.2,1.0,0,0
,center,78,28.5,5.9,2.1,4.9,42.4,0.0,0.0,0.0,1.7,2.4,73.9,5.1,2.0,0.9,0.7,1.2,3,0
211,center,75,16.8,5.7,2.4,4.7,52.4,0.0,0.0,0.0,0.8,1.6,49.2,4.6,0.4,0.7,1.4,0.6,2,0
211,center,73,20.2,5.6,2.3,5.3,44.3,0.0,0.1,22.2,0.9,1.2,74.2,4.9,0.8,0.4,0.9,0.9,3,0
218,center,65,23.0,5.6,2.2,4.5,47.8,0.0,0.0,0.0,1.2,1.8,68.1,6.7,0.4,0.3,1.9,0.8,7,0
211,center,65,13.7,5.6,2.1,4.8,43.9,0.0,0.0,0.0,1.3,1.9,68.5,3.2,0.7,0.3,0.8,1.0,0,0
,center,65,15.2,5.0,2.0,4.0,49.8,0.0,0.0,0.0,1.0,1.5,66.0,3.5,0.5,0.3,0.9,1.3,0,0
,center,71,17.0,4.9,1.9,4.1,46.6,0.0,0.0,0.0,1.1,1.3,79.8,3.9,0.4,0.2,1.4,0.6,0,0
208,center,43,12.3,4.6,2.1,4.3,48.4,0.0,0.1,66.7,0.4,0.6,59.3,3.1,0.4,0.5,0.4,0.4,0,0
211,center,72,14.3,4.5,1.9,4.5,43.5,0.0,0.0,0.0,0.6,0.7,86.5,3.7,0.6,0.3,0.5,0.7,0,0
203,center,76,25.3,4.5,1.8,4.1,44.7,0.1,0.3,23.1,0.7,1.2,60.2,4.5,2.4,0.8,0.5,1.7,1,0
218,center,40,13.3,4.3,1.7,3.3,50.4,0.0,0.0,0.0,0.9,1.5,59.0,3.2,0.5,0.2,0.6,0.6,0,0
206,center,62,14.0,4.2,1.6,3.1,52.1,0.0,0.0,0.0,1.0,2.0,50.0,4.2,0.1,0.4,0.8,1.1,2,0
211,center,32,12.3,4.1,1.6,3.1,50.5,0.0,0.0,0.0,0.9,1.1,85.7,2.6,0.6,0.2,0.4,0.7,1,0
208,center,55,20.1,4.1,1.7,4.1,41.1,0.0,0.0,0.0,0.7,1.0,72.2,4.2,1.3,0.4,0.4,0.5,1,0
,point-guard,82,40.3,22.1,9.0,19.2,46.7,0.9,2.9,31.4,3.3,4.1,79.7,4.8,9.0,1.6,0.3,2.5,32,2
191,point-guard,57,41.1,21.6,7.4,17.7,41.7,1.2,3.7,32.4,5.7,7.4,77.3,7.0,6.4,1.2,0.4,3.9,14,2
188,point-guard,82,38.9,20.4,7.6,17.2,44.2,0.9,3.0,28.6,4.3,5.5,78.1,3.2,8.1,0.9,0.2,3.5,29,0
191,point-guard,74,35.2,19.7,7.5,16.2,46.3,1.0,2.8,34.8,3.8,4.4,86.0,4.2,6.7,1.2,0.2,2.4,11,0
,point-guard,72,34.7,18.4,7.0,17.0,40.9,1.7,4.9,34.0,2.8,3.5,80.1,3.5,6.6,0.6,0.2,2.2,11,0
,point-guard,82,40.5,18.1,6.8,16.4,41.7,2.1,5.8,35.6,2.4,4.1,58.0,4.3,8.5,2.1,0.6,3.0,29,1
191,point-guard,82,34.6,17.9,6.4,13.3,48.3,1.9,4.2,45.5,3.2,3.6,88.7,3.1,7.7,0.6,0.0,2.8,20,0
191,point-guard,81,37.3,16.5,5.9,12.9,45.4,0.3,1.1,25.3,4.5,5.5,81.7,4.7,10.9,1.6,0.4,3.0,43,3
185,point-guard,65,34.4,14.8,5.8,15.2,38.2,2.0,6.6,29.5,1.2,1.6,79.2,3.0,8.0,1.7,0.1,3.3,18,0
,point-guard,82,37.3,14.7,5.4,13.9,39.1,1.4,4.4,32.1,2.5,3.0,81.4,7.3,9.9,2.1,0.2,3.5,44,8
193,point-guard,81,37.4,14.6,5.7,13.8,41.3,0.9,2.9,32.1,2.3,2.7,83.6,2.6,6.2,0.8,0.1,1.8,8,0
185,point-guard,80,33.2,13.7,5.6,12.3,45.3,0.6,1.7,37.0,1.9,2.4,80.3,2.8,5.0,1.1,0.2,1.7,3,0
178,point-guard,75,37.3,13.5,4.9,12.2,40.2,1.4,3.9,35.3,2.3,2.6,88.8,3.9,6.5,0.9,0.1,2.0,8,0
191,point-guard,82,28.7,12.5,4.2,10.0,42.3,1.5,3.8,39.4,2.5,2.9,88.5,2.8,5.5,0.8,0.2,1.7,8,1
180,point-guard,32,30.1,12.4,4.8,11.4,42.5,0.1,0.7,17.4,2.6,2.6,98.8,2.9,8.3,1.6,0.2,1.3,8,0
,point-guard,82,33.3,12.4,4.2,10.1,41.9,1.7,4.9,34.9,2.2,2.5,88.8,3.9,5.5,1.9,0.1,2.1,4,0
180,point-guard,79,28.9,12.1,4.7,10.0,46.6,1.7,4.3,41.1,1.1,1.5,69.2,2.0,3.3,0.9,0.1,1.6,1,0
191,point-guard,61,36.5,12.1,4.5,10.2,44.2,0.0,0.4,11.1,3.0,3.7,80.6,3.5,6.6,1.6,0.1,2.3,6,0
196,point-guard,82,35.7,11.8,4.9,11.8,41.5,0.8,2.4,32.1,1.3,1.7,73.6,3.4,5.7,1.6,0.3,1.8,2,0
185,point-guard,81,22.9,11.7,4.4,10.1,43.4,0.8,2.3,35.3,2.2,2.5,87.6,1.8,3.1,0.7,0.1,2.0,0,0
185,point-guard,70,28.2,11.2,3.9,9.5,41.1,2.1,5.0,41.3,1.3,1.6,84.7,2.1,2.6,0.9,0.1,0.9,0,0
185,point-guard,81,21.6,11.1,4.1,9.3,44.3,1.0,2.7,36.1,1.8,2.3,81.0,3.1,2.0,0.9,0.1,1.1,0,0
193,point-guard,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,2.8,3.7,1.5,0.2,2.1,1,0
191,point-guard,76,30.2,10.4,4.2,9.4,44.3,0.1,0.3,30.8,2.0,2.6,76.6,3.1,6.1,1.1,0.1,2.1,4,0
183,point-guard,82,26.5,10.2,3.3,8.0,41.8,1.6,3.9,40.6,1.9,2.1,88.0,1.9,3.8,0.9,0.1,1.0,1,0
196,point-guard,78,22.8,10.0,3.2,7.6,42.4,0.5,1.7,31.6,3.0,4.2,72.0,3.3,3.5,1.1,0.2,1.7,1,0
185,point-guard,76,32.0,9.6,4.1,9.4,43.6,0.1,0.4,27.3,1.3,1.7,74.2,3.6,5.3,1.9,0.1,1.6,2,0
